,id,price,distance,address
0,1,"£435,000",0.1,Hackney Downs
1,1,"£435,000",0.2,Hackney Central
2,2,"£350,000",0.2,Homerton
3,2,"£350,000",0.5,Hackney Central
4,3,"£1,120,000",0.4,Homerton
5,3,"£1,120,000",0.8,Hackney Central
6,4,"£450,000",0.3,Hackney Downs
7,4,"£450,000",0.3,Hackney Central
8,5,"£370,000",0.1,Hackney Downs
9,5,"£370,000",0.2,Hackney Central
10,6,"£800,000",0.3,London Fields
11,6,"£800,000",0.4,Cambridge Heath
12,7,"£275,000",0.5,Homerton
13,7,"£275,000",0.9,Hackney Wick
14,8,"£799,950",0.1,Haggerston
15,8,"£799,950",0.3,Dalston Junction
16,9,"£450,000",0.5,London Fields
17,9,"£450,000",0.6,Homerton
18,10,"£500,000",0.5,Clapton
19,10,"£500,000",0.6,Hackney Downs
20,11,"£650,000",0.1,Hackney Central
21,11,"£650,000",0.2,Hackney Downs
22,12,"£420,000",0.3,Hackney Downs
23,12,"£420,000",0.5,Dalston Kingsland
24,13,"£825,000",0.3,Homerton
25,13,"£825,000",0.6,Hackney Central
26,14,"£385,000",0.2,Cambridge Heath
27,14,"£385,000",0.4,London Fields
28,15,"£330,000",0.3,Homerton
29,15,"£330,000",0.4,Hackney Central
30,16,"£500,000",0.4,Clapton
31,16,"£500,000",0.5,Hackney Downs
32,17,"£525,000",0.2,Haggerston
33,17,"£525,000",0.3,Hoxton
34,18,"£390,000",0.3,Clapton
35,18,"£390,000",0.6,Stoke Newington
36,19,"£375,000",0.4,London Fields
37,19,"£375,000",0.4,Haggerston
38,20,"£425,000",0.1,Hackney Central
39,20,"£425,000",0.2,Hackney Downs
40,21,"£500,000",0.2,Haggerston
41,21,"£500,000",0.4,Dalston Junction
42,22,"£1,300,000",0.3,Hackney Downs
43,22,"£1,300,000",0.3,Dalston Kingsland
44,23,"£350,000",0.4,Clapton
45,23,"£350,000",0.6,Lea Bridge
46,24,"£400,000",0.3,Clapton
47,24,"£400,000",0.4,Rectory Road
48,25,"£875,000",0.4,Homerton
49,25,"£875,000",0.8,Hackney Central
50,26,"£350,000",0.2,Clapton
51,26,"£350,000",0.4,Rectory Road
52,27,"£450,000",0.3,Clapton
53,27,"£450,000",0.7,Lea Bridge
54,28,"£405,000",0.4,Hackney Central
55,28,"£405,000",0.5,London Fields
56,29,"£750,000",0.4,Homerton
57,29,"£750,000",0.4,Hackney Central
58,30,"£450,000",0.1,Hackney Downs
59,30,"£450,000",0.2,Hackney Central
60,31,"£600,000",0.2,Dalston Kingsland
61,31,"£600,000",0.3,Dalston Junction
62,32,"£425,000",0.4,Clapton
63,32,"£425,000",0.7,Lea Bridge
64,33,"£450,000",0.1,Hackney Downs
65,33,"£450,000",0.4,Hackney Central
66,34,"£700,000",0.5,Hackney Central
67,34,"£700,000",0.6,Hackney Downs
68,35,"£435,000",0.1,Haggerston
69,35,"£435,000",0.4,Dalston Junction
70,36,"£575,000",0.3,London Fields
71,36,"£575,000",0.5,Dalston Junction
72,37,"£475,000",0.3,Dalston Kingsland
73,37,"£475,000",0.4,Hackney Downs
74,38,"£500,000",0.3,Hackney Central
75,38,"£500,000",0.3,Hackney Downs
76,39,"£635,000",0.4,Clapton
77,39,"£635,000",0.6,Lea Bridge
78,40,"£1,400,000",0.5,Homerton
79,40,"£1,400,000",0.6,Hackney Central
80,41,"£725,000",0.1,Hackney Central
81,41,"£725,000",0.2,Hackney Downs
82,42,"£1,200,000",0.4,Hackney Central
83,42,"£1,200,000",0.4,Hackney Downs
84,43,"£315,000",0.2,Hackney Downs
85,43,"£315,000",0.2,Hackney Central
86,44,"£375,000",0.5,London Fields
87,44,"£375,000",0.6,Homerton
88,45,"£750,000",0.7,Homerton
89,45,"£750,000",0.7,Clapton
90,46,"£620,000",0.2,Rectory Road
91,46,"£620,000",0.3,Clapton
92,47,"£375,000",0.2,Haggerston
93,47,"£375,000",0.3,Dalston Junction
94,48,"£500,000",0.4,Hackney Downs
95,48,"£500,000",0.4,London Fields
96,49,"£375,000",0.2,Hackney Downs
97,49,"£375,000",0.4,Hackney Central
98,50,"£675,000",0.1,Clapton
99,50,"£675,000",0.4,Rectory Road
100,51,"£360,000",0.2,London Fields
101,51,"£360,000",0.4,Hackney Central
102,52,"£595,000",0.3,London Fields
103,52,"£595,000",0.5,Hackney Central
104,53,"£1,100,000",0.3,London Fields
105,53,"£1,100,000",0.5,Hackney Central
106,54,"£625,000",0.2,Rectory Road
107,54,"£625,000",0.5,Hackney Downs
108,55,"£425,000",0.4,Hackney Downs
109,55,"£425,000",0.5,Hackney Central
110,56,"£1,850,000",0.3,Haggerston
111,56,"£1,850,000",0.4,Dalston Junction
112,57,"£415,000",0.3,Hackney Downs
113,57,"£415,000",0.3,Dalston Kingsland
114,58,"£350,000",0.4,Clapton
115,58,"£350,000",0.7,Lea Bridge
116,59,"£1,595,000",0.4,London Fields
117,59,"£1,595,000",0.4,Haggerston
118,60,"£9,000",0.2,Clapton
119,60,"£9,000",0.7,Rectory Road
120,61,"£280,000",0.3,London Fields
121,61,"£280,000",0.4,Hackney Downs
122,62,"£350,000",0.1,Dalston Junction
123,62,"£350,000",0.3,Dalston Kingsland
124,63,"£600,000",0.5,London Fields
125,63,"£600,000",0.6,Cambridge Heath
126,64,"£385,000",0.3,Hackney Central
127,64,"£385,000",0.5,Hackney Downs
128,65,"£749,995",0.6,Homerton
129,65,"£749,995",0.7,London Fields
130,66,"£600,000",0.5,Hackney Downs
131,66,"£600,000",0.5,Hackney Central
132,67,"£450,000",0.4,Hackney Central
133,67,"£450,000",0.4,Homerton
134,68,"£375,000",0.3,Hackney Central
135,68,"£375,000",0.4,Hackney Downs
136,69,"£920,000",0.3,Homerton
137,69,"£920,000",0.5,Hackney Central
138,70,"£1,600,000",0.3,Dalston Junction
139,70,"£1,600,000",0.4,Dalston Kingsland
140,71,"£300,000",0.3,Hackney Downs
141,71,"£300,000",0.4,Hackney Central
142,72,"£350,000",0.3,Hackney Central
143,72,"£350,000",0.4,Homerton
144,73,"£400,000",0.1,London Fields
145,73,"£400,000",0.4,Hackney Central
146,74,"£850,000",0.1,Dalston Junction
147,74,"£850,000",0.2,Dalston Kingsland
148,75,"£750,000",0.3,Hackney Downs
149,75,"£750,000",0.4,Dalston Kingsland
150,76,"£540,000",0.1,London Fields
151,76,"£540,000",0.3,Hackney Central
152,77,"£750,000",0.1,London Fields
153,77,"£750,000",0.3,Hackney Central
154,78,"£680,000",0.1,Dalston Junction
155,78,"£680,000",0.3,Dalston Kingsland
156,79,"£770,000",0.6,Stamford Hill
157,79,"£770,000",0.6,Stoke Newington
158,80,"£700,000",0.6,Stamford Hill
159,80,"£700,000",0.6,Stoke Newington
160,81,"£480,000",0.6,Stamford Hill
161,81,"£480,000",0.6,Stoke Newington
162,82,"£1,600,000",0.2,Hackney Central
163,82,"£1,600,000",0.2,London Fields
164,83,"£350,000",0.2,Clapton
165,83,"£350,000",0.4,Rectory Road
166,84,"£600,000",0.5,London Fields
167,84,"£600,000",0.6,Cambridge Heath
168,85,"£575,000",0.1,Haggerston
169,85,"£575,000",0.4,Dalston Junction
170,86,"£475,000",0.1,Clapton
171,86,"£475,000",0.5,Rectory Road
172,87,"£750,000",0.3,Clapton
173,87,"£750,000",0.7,Rectory Road
174,88,"£900,000",0.5,London Fields
175,88,"£900,000",0.6,Homerton
176,89,"£500,000",0.2,Haggerston
177,89,"£500,000",0.3,Dalston Junction
178,90,"£599,995",0.4,Cambridge Heath
179,90,"£599,995",0.4,London Fields
180,91,"£900,000",0.6,Cambridge Heath
181,91,"£900,000",0.6,London Fields
182,92,"£670,000",0.4,Hackney Downs
183,92,"£670,000",0.5,Hackney Central
184,93,"£340,000",0.1,London Fields
185,93,"£340,000",0.4,Hackney Central
186,94,"£625,000",0.1,London Fields
187,94,"£625,000",0.3,Hackney Central
188,95,"£620,000",0.1,Dalston Junction
189,95,"£620,000",0.3,Dalston Kingsland
190,96,"£600,000",0.5,Clapton
191,96,"£600,000",0.7,Hackney Central
192,97,"£1,300,000",0.6,Clapton
193,97,"£1,300,000",0.8,Homerton
194,98,"£750,000",0.1,London Fields
195,98,"£750,000",0.4,Hackney Central
196,99,"£625,000",0.1,London Fields
197,99,"£625,000",0.4,Hackney Central
198,100,"£540,000",0.1,London Fields
199,100,"£540,000",0.4,Hackney Central
200,101,"£850,000",0.2,Dalston Kingsland
201,101,"£850,000",0.4,Dalston Junction
202,102,"£400,000",0.3,Cambridge Heath
203,102,"£400,000",0.4,London Fields
204,103,"£1,600,000",0.3,Hackney Central
205,103,"£1,600,000",0.3,London Fields
206,104,"£350,000",0.3,Hackney Downs
207,104,"£350,000",0.3,Hackney Central
208,105,"£575,000",0.2,Haggerston
209,105,"£575,000",0.3,Hoxton
210,106,"£700,000",0.4,Dalston Junction
211,106,"£700,000",0.4,Hackney Downs
212,107,"£525,000",0.4,Hackney Downs
213,107,"£525,000",0.4,Dalston Kingsland
214,108,"£850,000",0.1,Hackney Central
215,108,"£850,000",0.3,Hackney Downs
216,109,"£770,000",0.6,Stamford Hill
217,109,"£770,000",0.6,Stoke Newington
218,110,"£480,000",0.6,Stamford Hill
219,110,"£480,000",0.6,Stoke Newington
220,111,"£700,000",0.6,Stamford Hill
221,111,"£700,000",0.6,Stoke Newington
222,112,"£350,000",0.3,Dalston Kingsland
223,112,"£350,000",0.5,Rectory Road
224,113,"£325,000",0.4,Clapton
225,113,"£325,000",0.6,Lea Bridge
226,114,"£450,000",0.1,Hackney Downs
227,114,"£450,000",0.2,Hackney Central
228,115,"£830,000",0.2,Cambridge Heath
229,115,"£830,000",0.4,London Fields
230,116,"£325,000",0.3,Clapton
231,116,"£325,000",0.3,Rectory Road
232,117,"£550,000",0.3,Clapton
233,117,"£550,000",0.3,Rectory Road
234,118,"£450,000",0.3,Hackney Central
235,118,"£450,000",0.3,Hackney Downs
236,119,"£750,000",0.6,Hackney Central
237,119,"£750,000",0.6,Clapton
238,120,"£750,000",0.3,Clapton
239,120,"£750,000",0.6,Rectory Road
240,121,"£325,000",0.3,Clapton
241,121,"£325,000",0.5,Rectory Road
242,122,"£425,000",0.3,Hackney Downs
243,122,"£425,000",0.5,Rectory Road
244,123,"£400,000",0.3,Dalston Kingsland
245,123,"£400,000",0.4,Hackney Downs
246,124,"£725,000",0.3,Hackney Downs
247,124,"£725,000",0.4,Hackney Central
248,125,"£450,000",0.2,Hackney Downs
249,125,"£450,000",0.3,Hackney Central
250,126,"£450,000",0.1,Hackney Central
251,126,"£450,000",0.1,Hackney Downs
252,127,"£450,000",0.3,Homerton
253,127,"£450,000",0.7,Hackney Wick
254,128,"£850,000",0.2,Cambridge Heath
255,128,"£850,000",0.5,London Fields
256,129,"£795,000",0.2,Cambridge Heath
257,129,"£795,000",0.5,London Fields
258,130,"£895,000",0.2,London Fields
259,130,"£895,000",0.5,Hackney Central
260,131,"£995,000",0.2,London Fields
261,131,"£995,000",0.5,Hackney Central
262,132,"£1,100,000",0.2,London Fields
263,132,"£1,100,000",0.5,Hackney Central
264,133,"£735,000",0.2,London Fields
265,133,"£735,000",0.5,Hackney Central
266,134,"£575,000",0.2,London Fields
267,134,"£575,000",0.5,Hackney Central
268,135,"£1,000,000",0.3,Homerton
269,135,"£1,000,000",0.7,Hackney Wick
270,136,"£1,000,000",0.2,Clapton
271,136,"£1,000,000",0.4,Rectory Road
272,137,"£150,000",0.6,Homerton
273,137,"£150,000",0.7,Hackney Central
274,138,"£450,000",0.3,Hackney Downs
275,138,"£450,000",0.4,Rectory Road
276,139,"£1,050,000",0.6,Homerton
277,139,"£1,050,000",0.7,Clapton
278,140,"£450,000",0.3,Clapton
279,140,"£450,000",0.3,Rectory Road
280,141,"£300,000",0.3,Rectory Road
281,141,"£300,000",0.4,Clapton
282,142,"£300,000",0.3,Homerton
283,142,"£300,000",0.5,Hackney Central
284,143,"£550,000",0.3,Clapton
285,143,"£550,000",0.6,Rectory Road
286,144,"£950,000",0.4,Homerton
287,144,"£950,000",0.7,Hackney Central
288,145,"£475,000",0.0,Hackney Central
289,145,"£475,000",0.2,Hackney Downs
290,146,"£700,000",0.2,Hackney Central
291,146,"£700,000",0.4,London Fields
292,147,"£625,000",0.3,London Fields
293,147,"£625,000",0.5,Hackney Central
294,148,"£500,000",0.2,Clapton
295,148,"£500,000",0.4,Rectory Road
296,149,"£1,150,000",0.1,Hackney Downs
297,149,"£1,150,000",0.4,Hackney Central
298,150,"£160,000",0.1,Hackney Downs
299,150,"£160,000",0.3,Hackney Central
300,151,"£575,000",0.2,Clapton
301,151,"£575,000",0.4,Rectory Road
302,152,"£360,000",0.3,Rectory Road
303,152,"£360,000",0.4,Clapton
304,153,"£675,000",0.4,Homerton
305,153,"£675,000",0.7,Hackney Central
306,154,"£350,000",0.4,Clapton
307,154,"£350,000",0.7,Lea Bridge
308,155,"£500,000",0.2,Hackney Central
309,155,"£500,000",0.4,Hackney Downs
310,156,"£750,000",0.3,Hackney Central
311,156,"£750,000",0.5,Homerton
312,157,"£325,000",0.1,Hackney Central
313,157,"£325,000",0.4,London Fields
314,158,"£625,000",0.6,Hackney Central
315,158,"£625,000",0.6,Hackney Downs
316,159,"£1,500,000",0.1,Dalston Kingsland
317,159,"£1,500,000",0.3,Dalston Junction
318,160,"£625,000",0.3,London Fields
319,160,"£625,000",0.5,Haggerston
320,161,"£825,000",0.3,Rectory Road
321,161,"£825,000",0.4,Clapton
322,162,"£550,000",0.2,Clapton
323,162,"£550,000",0.7,Rectory Road
324,163,"£570,000",0.1,Hackney Downs
325,163,"£570,000",0.2,Hackney Central
326,164,"£500,000",0.7,Clapton
327,164,"£500,000",0.7,Homerton
328,165,"£750,000",0.3,Hackney Central
329,165,"£750,000",0.4,Homerton
330,166,"£625,000",0.1,London Fields
331,166,"£625,000",0.5,Cambridge Heath
332,167,"£350,000",0.3,Homerton
333,167,"£350,000",0.4,Hackney Central
334,168,"£875,000",0.3,Hackney Central
335,168,"£875,000",0.4,Homerton
336,169,"£500,000",0.3,London Fields
337,169,"£500,000",0.4,Hackney Downs
338,170,"£635,000",0.4,Stamford Hill
339,170,"£635,000",0.5,Stoke Newington
340,171,"£775,000",0.4,Stamford Hill
341,171,"£775,000",0.5,Stoke Newington
342,172,"£535,000",0.1,Hackney Downs
343,172,"£535,000",0.3,Hackney Central
344,173,"£1,095,000",0.6,Homerton
345,173,"£1,095,000",0.6,London Fields
346,174,"£560,000",0.1,London Fields
347,174,"£560,000",0.5,Cambridge Heath
348,175,"£500,000",0.3,Hackney Downs
349,175,"£500,000",0.3,Hackney Central
350,176,"£340,000",0.4,Homerton
351,176,"£340,000",0.7,Hackney Wick
352,177,"£215,000",0.2,Hackney Central
353,177,"£215,000",0.3,London Fields
354,178,"£600,000",0.5,Clapton
355,178,"£600,000",0.8,Stoke Newington
356,179,"£650,000",0.6,Clapton
357,179,"£650,000",0.8,Homerton
358,180,"£499,995",0.4,Clapton
359,180,"£499,995",0.7,Lea Bridge
360,181,"£630,000",0.6,Homerton
361,181,"£630,000",0.7,London Fields
362,182,"£750,000",0.3,Clapton
363,182,"£750,000",0.7,Lea Bridge
364,183,"£625,000",0.4,Hackney Downs
365,183,"£625,000",0.5,Hackney Central
366,184,"£415,000",0.2,Clapton
367,184,"£415,000",0.4,Rectory Road
368,185,"£595,000",0.3,Dalston Junction
369,185,"£595,000",0.3,Dalston Kingsland
370,186,"£375,000",0.3,Dalston Junction
371,186,"£375,000",0.3,Dalston Kingsland
372,187,"£375,000",0.3,Dalston Junction
373,187,"£375,000",0.3,Dalston Kingsland
374,188,"£525,000",0.2,Haggerston
375,188,"£525,000",0.5,Dalston Junction
376,189,"£400,000",0.2,Haggerston
377,189,"£400,000",0.3,Hoxton
378,190,"£500,000",0.4,Clapton
379,190,"£500,000",0.4,Stoke Newington
380,191,"£800,000",0.2,Clapton
381,191,"£800,000",0.4,Rectory Road
382,192,"£300,000",0.1,Hackney Central
383,192,"£300,000",0.3,Hackney Downs
384,193,"£550,000",0.1,London Fields
385,193,"£550,000",0.5,Hackney Central
386,194,"£400,000",0.3,Haggerston
387,194,"£400,000",0.3,Dalston Junction
388,195,"£595,000",0.3,Dalston Junction
389,195,"£595,000",0.3,Dalston Kingsland
390,196,"£585,000",0.0,London Fields
391,196,"£585,000",0.4,Hackney Central
392,197,"£799,000",0.1,Hackney Downs
393,197,"£799,000",0.2,Hackney Central
394,198,"£975,000",0.1,Hackney Downs
395,198,"£975,000",0.2,Hackney Central
396,199,"£735,000",0.3,London Fields
397,199,"£735,000",0.5,Hackney Central
398,200,"£895,000",0.0,London Fields
399,200,"£895,000",0.4,Hackney Central
400,201,"£1,100,000",0.0,London Fields
401,201,"£1,100,000",0.4,Hackney Central
402,202,"£895,000",0.0,London Fields
403,202,"£895,000",0.4,Hackney Central
404,203,"£725,000",0.0,London Fields
405,203,"£725,000",0.4,Hackney Central
406,204,"£450,000",0.0,London Fields
407,204,"£450,000",0.4,Hackney Central
408,205,"£765,000",0.0,London Fields
409,205,"£765,000",0.4,Hackney Central
410,206,"£1,050,000",0.1,Hackney Downs
411,206,"£1,050,000",0.2,Hackney Central
412,207,"£895,000",0.3,London Fields
413,207,"£895,000",0.5,Hackney Central
414,208,"£825,000",0.1,Hackney Downs
415,208,"£825,000",0.2,Hackney Central
416,209,"£850,000",0.1,Hackney Downs
417,209,"£850,000",0.2,Hackney Central
418,210,"£600,000",0.1,Hackney Downs
419,210,"£600,000",0.2,Hackney Central
420,211,"£995,000",0.3,London Fields
421,211,"£995,000",0.5,Hackney Central
422,212,"£25,000",0.3,Haggerston
423,212,"£25,000",0.3,Dalston Junction
424,213,"£775,000",0.1,Hackney Downs
425,213,"£775,000",0.2,Hackney Central
426,214,"£975,000",0.1,Hackney Downs
427,214,"£975,000",0.3,Hackney Central
428,215,"£545,000",0.1,Hackney Downs
429,215,"£545,000",0.3,Hackney Central
430,216,"£695,000",0.1,Hackney Downs
431,216,"£695,000",0.3,Hackney Central
432,217,"£865,000",0.1,Hackney Downs
433,217,"£865,000",0.3,Hackney Central
434,218,"£760,000",0.1,Hackney Downs
435,218,"£760,000",0.3,Hackney Central
436,219,"£1,000,000",0.2,London Fields
437,219,"£1,000,000",0.5,Cambridge Heath
438,220,"£950,000",0.2,Clapton
439,220,"£950,000",0.3,Rectory Road
440,221,"£595,000",0.2,Dalston Junction
441,221,"£595,000",0.3,Dalston Kingsland
442,222,"£375,000",0.2,Dalston Junction
443,222,"£375,000",0.3,Dalston Kingsland
444,223,"£595,000",0.2,Dalston Junction
445,223,"£595,000",0.3,Dalston Kingsland
446,224,"£375,000",0.2,Dalston Junction
447,224,"£375,000",0.3,Dalston Kingsland
448,225,"£385,000",0.2,London Fields
449,225,"£385,000",0.5,Cambridge Heath
450,226,"£450,000",0.3,Dalston Junction
451,226,"£450,000",0.4,Dalston Kingsland
452,227,"£475,000",0.1,Hackney Central
453,227,"£475,000",0.3,Hackney Downs
454,228,"£435,000",0.3,London Fields
455,228,"£435,000",0.5,Hackney Central
456,229,"£500,000",0.1,Hackney Central
457,229,"£500,000",0.3,London Fields
458,230,"£425,000",0.2,London Fields
459,230,"£425,000",0.5,Hackney Central
460,231,"£370,000",0.1,Clapton
461,231,"£370,000",0.5,Rectory Road
462,232,"£635,000",0.1,London Fields
463,232,"£635,000",0.4,Hackney Central
464,233,"£730,000",0.4,Cambridge Heath
465,233,"£730,000",0.4,London Fields
466,234,"£425,000",0.3,London Fields
467,234,"£425,000",0.4,Cambridge Heath
468,235,"£550,000",0.0,Hackney Downs
469,235,"£550,000",0.2,Hackney Central
470,236,"£424,995",0.2,Homerton
471,236,"£424,995",0.6,Hackney Central
472,237,"£435,000",0.1,Haggerston
473,237,"£435,000",0.4,Dalston Junction
474,238,"£400,000",0.3,Hackney Downs
475,238,"£400,000",0.5,Rectory Road
476,239,"£350,000",0.6,Stoke Newington
477,239,"£350,000",0.6,Clapton
478,240,"£750,000",0.0,Hackney Central
479,240,"£750,000",0.2,Hackney Downs
480,241,"£950,000",0.0,London Fields
481,241,"£950,000",0.4,Hackney Central
482,242,"£850,000",0.2,Haggerston
483,242,"£850,000",0.3,Dalston Junction
484,243,"£425,000",0.2,Clapton
485,243,"£425,000",0.6,Rectory Road
486,244,"£400,000",0.3,Hackney Central
487,244,"£400,000",0.4,Homerton
488,245,"£550,000",0.2,Hackney Downs
489,245,"£550,000",0.5,Hackney Central
490,246,"£525,000",0.2,Haggerston
491,246,"£525,000",0.3,Hoxton
492,247,"£600,000",0.1,Dalston Kingsland
493,247,"£600,000",0.2,Dalston Junction
494,248,"£450,000",0.1,Hackney Downs
495,248,"£450,000",0.2,Hackney Central
496,249,"£425,000",0.4,Clapton
497,249,"£425,000",0.7,Lea Bridge
498,250,"£1,200,000",0.3,Hackney Central
499,250,"£1,200,000",0.4,London Fields
500,251,"£425,000",0.4,London Fields
501,251,"£425,000",0.6,Hackney Central
502,252,"£1,725,000",0.3,Clapton
503,252,"£1,725,000",0.6,Rectory Road
504,253,"£799,995",0.4,Homerton
505,253,"£799,995",0.6,Hackney Central
506,254,"£280,000",0.3,Homerton
507,254,"£280,000",0.5,Hackney Central
508,255,"£849,950",0.4,London Fields
509,255,"£849,950",0.5,Cambridge Heath
510,256,"£799,950",0.4,London Fields
511,256,"£799,950",0.5,Cambridge Heath
512,257,"£675,000",0.1,Dalston Junction
513,257,"£675,000",0.2,Dalston Kingsland
514,258,"£400,000",0.5,London Fields
515,258,"£400,000",0.5,Cambridge Heath
516,259,"£350,000",0.3,Dalston Kingsland
517,259,"£350,000",0.5,Rectory Road
518,260,"£319,000",0.4,Clapton
519,260,"£319,000",0.7,Lea Bridge
520,261,"£600,000",0.1,Dalston Junction
521,261,"£600,000",0.2,Dalston Kingsland
522,262,"£450,000",0.2,Hackney Central
523,262,"£450,000",0.4,Hackney Downs
524,263,"£675,000",0.0,Dalston Kingsland
525,263,"£675,000",0.2,Dalston Junction
526,264,"£400,000",0.4,Clapton
527,264,"£400,000",0.5,Hackney Downs
528,265,"£850,000",0.4,Clapton
529,265,"£850,000",0.7,Lea Bridge
530,266,"£575,000",0.0,London Fields
531,266,"£575,000",0.4,Hackney Central
532,267,"£1,250,000",0.1,Hackney Central
533,267,"£1,250,000",0.2,Hackney Downs
534,268,"£500,000",0.3,Dalston Junction
535,268,"£500,000",0.4,Dalston Kingsland
536,269,"£550,000",0.1,Clapton
537,269,"£550,000",0.6,Rectory Road
538,270,"£635,000",0.1,Dalston Kingsland
539,270,"£635,000",0.2,Dalston Junction
540,271,"£550,000",0.1,Clapton
541,271,"£550,000",0.6,Rectory Road
542,272,"£290,000",0.5,Clapton
543,272,"£290,000",0.6,Stoke Newington
544,273,"£640,000",0.2,London Fields
545,273,"£640,000",0.4,Hackney Central
546,274,"£360,000",0.2,Rectory Road
547,274,"£360,000",0.4,Clapton
548,275,"£599,950",0.5,Clapton
549,275,"£599,950",0.5,Hackney Downs
550,276,"£300,000",0.2,Hackney Downs
551,276,"£300,000",0.3,Hackney Central
552,277,"£1,200,000",0.4,London Fields
553,277,"£1,200,000",0.6,Hackney Central
554,278,"£400,000",0.2,Haggerston
555,278,"£400,000",0.3,Dalston Junction
556,279,"£875,000",0.2,Hackney Central
557,279,"£875,000",0.4,Hackney Downs
558,280,"£525,000",0.2,Dalston Junction
559,280,"£525,000",0.3,Dalston Kingsland
560,281,"£3,250,000",0.4,Homerton
561,281,"£3,250,000",0.6,London Fields
562,282,"£425,000",0.2,Haggerston
563,282,"£425,000",0.3,Hoxton
564,283,"£515,000",0.1,Hackney Downs
565,283,"£515,000",0.3,Hackney Central
566,284,"£500,000",0.2,Hackney Downs
567,284,"£500,000",0.3,Hackney Central
568,285,"£261,250",0.3,London Fields
569,285,"£261,250",0.4,Cambridge Heath
570,286,"£499,995",0.3,Dalston Kingsland
571,286,"£499,995",0.3,Dalston Junction
572,287,"£349,995",0.3,Clapton
573,287,"£349,995",0.7,Lea Bridge
574,288,"£325,000",0.2,Hackney Central
575,288,"£325,000",0.4,London Fields
576,289,"£675,000",0.1,Hackney Downs
577,289,"£675,000",0.3,Hackney Central
578,290,"£1,000,000",0.1,Haggerston
579,290,"£1,000,000",0.4,Hoxton
580,291,"£450,000",0.4,London Fields
581,291,"£450,000",0.5,Cambridge Heath
582,292,"£300,000",0.2,London Fields
583,292,"£300,000",0.3,Hackney Central
584,293,"£625,000",0.2,Haggerston
585,293,"£625,000",0.4,Hoxton
586,294,"£435,000",0.3,London Fields
587,294,"£435,000",0.4,Hackney Central
588,295,"£399,950",0.3,Hackney Downs
589,295,"£399,950",0.3,Hackney Central
590,296,"£500,000",0.3,Homerton
591,296,"£500,000",0.6,Hackney Central
592,297,"£409,000",0.3,London Fields
593,297,"£409,000",0.4,Hackney Central
594,298,"£525,000",0.2,Dalston Kingsland
595,298,"£525,000",0.5,Dalston Junction
596,299,"£350,000",0.5,Homerton
597,299,"£350,000",0.6,Hackney Central
598,300,"£350,000",0.4,Homerton
599,300,"£350,000",0.8,Hackney Central
600,301,"£750,000",0.4,London Fields
601,301,"£750,000",0.4,Haggerston
602,302,"£1,825,000",0.5,Homerton
603,302,"£1,825,000",0.6,London Fields
604,303,"£825,000",0.3,London Fields
605,303,"£825,000",0.6,Hackney Central
606,304,"£700,000",0.4,Clapton
607,304,"£700,000",0.4,Rectory Road
608,305,"£500,000",0.3,Rectory Road
609,305,"£500,000",0.5,Hackney Downs
610,306,"£575,000",0.1,Dalston Kingsland
611,306,"£575,000",0.2,Dalston Junction
612,307,"£1,175,000",0.3,London Fields
613,307,"£1,175,000",0.5,Haggerston
614,308,"£950,000",0.2,London Fields
615,308,"£950,000",0.5,Cambridge Heath
616,309,"£775,000",0.2,London Fields
617,309,"£775,000",0.2,Hackney Central
618,310,"£445,000",0.4,Hackney Downs
619,310,"£445,000",0.4,Dalston Kingsland
620,311,"£404,995",0.5,Clapton
621,311,"£404,995",0.7,Stoke Newington
622,312,"£450,000",0.3,Homerton
623,312,"£450,000",0.6,Hackney Wick
624,313,"£550,000",0.4,Cambridge Heath
625,313,"£550,000",0.5,London Fields
626,314,"£675,000",0.4,London Fields
627,314,"£675,000",0.6,Hackney Central
628,315,"£275,000",0.5,Homerton
629,315,"£275,000",0.9,Hackney Wick
630,316,"£399,995",0.3,Clapton
631,316,"£399,995",0.6,Rectory Road
632,317,"£525,000",0.1,London Fields
633,317,"£525,000",0.4,Hackney Central
634,318,"£820,000",0.5,Hackney Downs
635,318,"£820,000",0.5,Clapton
636,319,"£625,000",0.1,London Fields
637,319,"£625,000",0.5,Cambridge Heath
638,320,"£750,000",0.1,London Fields
639,320,"£750,000",0.5,Cambridge Heath
640,321,"£530,000",0.1,Hackney Central
641,321,"£530,000",0.3,Hackney Downs
642,322,"£850,000",0.0,Hackney Downs
643,322,"£850,000",0.2,Hackney Central
644,323,"£325,000",0.1,Clapton
645,323,"£325,000",0.4,Rectory Road
646,324,"£480,000",0.3,Homerton
647,324,"£480,000",0.6,Hackney Central
648,325,"£700,000",0.4,Clapton
649,325,"£700,000",0.5,Rectory Road
650,326,"£465,000",0.0,Dalston Junction
651,326,"£465,000",0.3,Dalston Kingsland
652,327,"£850,000",0.6,Clapton
653,327,"£850,000",0.6,Hackney Central
654,328,"£650,000",0.4,Hackney Central
655,328,"£650,000",0.4,Hackney Downs
656,329,"£900,000",0.1,Hackney Central
657,329,"£900,000",0.2,Hackney Downs
658,330,"£799,000",0.1,Hackney Central
659,330,"£799,000",0.2,Hackney Downs
660,331,"£425,000",0.5,Clapton
661,331,"£425,000",0.8,Stoke Newington
662,332,"£350,000",0.1,Haggerston
663,332,"£350,000",0.4,Dalston Junction
664,333,"£870,000",0.2,Clapton
